vin,back_legroom,body_type,city,daysonmarket,dealer_zip,engine_cylinders,engine_displacement,engine_type,exterior_color,fleet,frame_damaged,franchise_dealer,franchise_make,front_legroom,fuel_tank_volume,fuel_type,has_accidents,height,highway_fuel_economy,horsepower,interior_color,isCab,is_certified,is_cpo,is_new,is_oemcpo,latitude,length,listed_date,listing_color,listing_id,longitude,main_picture_url,major_options,make_name,maximum_seating,mileage,model_name,owner_count,power,price,salvage,savings_amount,seller_rating,sp_id,sp_name,theft_title,torque,transmission,transmission_display,trimId,trim_name,vehicle_damage_category,wheel_system,wheel_system_display,wheelbase,width,year
2GKFLSEK7H6340471,39.9 in,SUV / Crossover,Bay Shore,1,11706,I4,2400,I4,Graphite Gray Metallic,FALSE,FALSE,TRUE,Chevrolet,41.2 in,18.8 gal,Gasoline,FALSE,66.3 in,28,182,Jet Black,FALSE, , ,FALSE, ,40.7333,185.5 in,9/8/2020,GRAY,281581438,-73.2587,https://cdn.inventoryrsc.com/104673090_5f57fefe4f23e5041359632c.jpg?cargurus_image_modified_date=275F3DC46174C02BBC335AA0CAA26664,"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",GMC,5 seats,47502,Terrain,1,"182 hp @ 6,700 RPM",16972,FALSE,408,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"172 lb-ft @ 4,900 RPM",A,6-Speed Automatic,t67434,SLE1 AWD, ,AWD,All-Wheel Drive,112.5 in,72.8 in,2017
3C4NJDBB0LT203731,38.3 in,SUV / Crossover,East Hartford,196,6108,I4,2400,I4,Diamond Black Crystal Pearlcoat, , ,TRUE,Jeep,41.8 in,13.5 gal,Gasoline, ,64.8 in,30,180,Black, , , ,TRUE, ,41.7696,173 in,2/26/2020,BLACK,266943739,-72.6545,https://static.cargurus.com/images/forsale/2020/04/16/18/24/2020_jeep_compass-pic-1320011943469621584-152x114.jpeg,"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Quick Order Package']",Jeep,5 seats,22,Compass, ,"180 hp @ 6,400 RPM",21681, ,0,4.377777778,60510,Gengras Chrysler Dodge Jeep Ram, ,"175 lb-ft @ 3,900 RPM",A,Automatic,t87047,Latitude 4WD, ,4WD,Four-Wheel Drive,103.8 in,80 in,2020
WDDJK7DA9DF001506,--,Convertible,Bohemia,158,11716,V8,4600,V8,Black,FALSE,FALSE,TRUE,Kia,42.9 in,19.8 gal,Gasoline,FALSE,51.8 in,25,429,Brown/Beige,FALSE, , ,FALSE, ,40.7589,181.8 in,4/4/2020,BLACK,270161967,-73.1055,https://static.cargurus.com/images/forsale/2020/06/15/19/17/2013_mercedes-benz_sl-class-pic-936899164642238009-152x114.jpeg,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Premium Wheels', 'Backup Camera', 'Premium Package', 'Heated Seats']",Mercedes-Benz,2 seats,31231,SL-Class,3,"429 hp @ 5,250 RPM",37937,FALSE,3264,3.647058824,339626,Generation Kia,FALSE,"516 lb-ft @ 3,500 RPM",A,7-Speed Automatic,t43703,SL 550, ,RWD,Rear-Wheel Drive,101.8 in,82.6 in,2013
JM3KE2BE9D0108029,39.3 in,SUV / Crossover,East Hartford,54,6108,I4,2000,I4,Metropolitan Gray Mica,FALSE,FALSE,TRUE,Jeep,41 in,14.8 gal,Gasoline,FALSE,65.7 in,35,155,Black,FALSE, , ,FALSE, ,41.7696,178.7 in,7/17/2020,GRAY,276779059,-72.6545,https://static.cargurus.com/images/forsale/2020/08/27/01/10/2013_mazda_cx-5-pic-6083322766735883523-152x114.jpeg,"['Alloy Wheels', 'Bluetooth']",Mazda,5 seats,106911,CX-5,1,"155 hp @ 6,000 RPM",7703,FALSE,1307,4.377777778,60510,Gengras Chrysler Dodge Jeep Ram,FALSE,"150 lb-ft @ 4,000 RPM",M,Manual,t43847,Sport, ,FWD,Front-Wheel Drive,106.3 in,72.4 in,2013
1G1PA5SG3E7112351,35.3 in,Sedan,Little Ferry,22,7643,I4,1800,I4,Blue,FALSE,FALSE,FALSE, ,42.2 in,15.6 gal,Gasoline,TRUE,58.1 in, ,138,Black,FALSE, , ,FALSE, ,40.8558,181 in,8/18/2020,BLUE,279567837,-74.0493,https://static.cargurus.com/images/forsale/2020/08/17/20/18/2014_chevrolet_cruze-pic-8479576669415350861-152x114.jpeg,"['Navigation System', 'Steel Wheels', 'Bluetooth']",Chevrolet,5 seats,101941,Cruze,1,"138 hp @ 6,300 RPM",5499,FALSE,1531,3.577777778,351457,Magic Auto Sales,FALSE,"125 lb-ft @ 3,800 RPM",A,6-Speed Automatic,t50941,LS Sedan FWD, ,FWD,Front-Wheel Drive,105.7 in,70.7 in,2014
5NPE34AF1GH292147,35.6 in,Sedan,Bay Shore,8,11706,I4,2400,I4,Quartz White Pearl,FALSE,FALSE,TRUE,Chevrolet,45.5 in,18.5 gal,Gasoline,TRUE,58.1 in,36,185,Gray,FALSE, , ,FALSE, ,40.7333,191.1 in,9/1/2020,WHITE,280958988,-73.2587,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2016_hyundai_sonata-pic-7270332440930065275-152x114.jpeg,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Ultimate Package']",Hyundai,5 seats,65046,Sonata,2,"185 hp @ 6,000 RPM",14949,FALSE,292,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"178 lb-ft @ 4,000 RPM",A,6-Speed Automatic,t60218,Limited FWD, ,FWD,Front-Wheel Drive,110.4 in,73.4 in,2016
2G1WG5E36D1132642,37.6 in,Sedan,Little Ferry,21,7643,V6 Flex Fuel Vehicle,3600,V6 Flex Fuel Vehicle,Black,TRUE,FALSE,FALSE, ,42.3 in,17.5 gal,Flex Fuel Vehicle,TRUE,59 in, ,300,Black,TRUE, , ,FALSE, ,40.8558,200.4 in,8/19/2020,BLACK,279671007,-74.0493,https://static.cargurus.com/images/forsale/2020/08/20/06/19/2013_chevrolet_impala-pic-7085099472106298961-152x114.jpeg,"['Alloy Wheels', 'Remote Start']",Chevrolet,6 seats,114349,Impala,2,"300 hp @ 6,800 RPM",5250,FALSE,1605,3.577777778,351457,Magic Auto Sales,FALSE,"262 lb-ft @ 5,300 RPM",A,6-Speed Automatic,t44534,LT Fleet FWD, ,FWD,Front-Wheel Drive,110.5 in,72.9 in,2013
2G61M5S39K9157048,40 in,Sedan,Bay Shore,8,11706,V6,3600,V6,Radiant Silver Metallic,TRUE,FALSE,TRUE,Cadillac,42.1 in,19 gal,Gasoline,FALSE,59.4 in,28,304,Jet Black,TRUE, ,TRUE,FALSE,TRUE,40.7333,200.9 in,9/1/2020,SILVER,280958989,-73.2587,https://static.cargurus.com/images/forsale/2020/09/01/10/44/2019_cadillac_xts-pic-3954539354449495254-152x114.jpeg,"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay', 'Luxury Package']",Cadillac,5 seats,42861,XTS,1,"304 hp @ 6,800 RPM",26959,FALSE,391,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"264 lb-ft @ 5,300 RPM",A,6-Speed Automatic,t78743,Luxury FWD, ,FWD,Front-Wheel Drive,111.7 in,72.9 in,2019
JTDKARFU4G3521297,33.4 in,Hatchback,Bohemia,39,11716,I4 Hybrid,1800,I4 Hybrid,Gray,FALSE,FALSE,TRUE,Kia,42.3 in,11.3 gal,Hybrid,TRUE,58.1 in,50,121,Black,FALSE, , ,FALSE, ,40.7589,178.7 in,8/1/2020,GRAY,278197536,-73.1055,https://static.cargurus.com/images/forsale/2020/09/02/23/00/2016_toyota_prius-pic-7540109741516716746-152x114.jpeg,"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",Toyota,5 seats,43762,Prius,1, ,17926,FALSE,239,3.647058824,339626,Generation Kia,FALSE, ,CVT,Continuously Variable Transmission,t60814,Four, ,FWD,Front-Wheel Drive,106.3 in,69.3 in,2016
5FNYF4H64DB034385,38.5 in,SUV / Crossover,Little Ferry,3,7643,V6,3500,V6,Black,FALSE,FALSE,FALSE, ,41.4 in,21 gal,Gasoline,FALSE,72.7 in,24,250,Gray,FALSE, , ,FALSE, ,40.8558,191.4 in,9/6/2020,BLACK,281491725,-74.0493,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2013_honda_pilot-pic-4153405420017879895-152x114.jpeg,"['Sunroof/Moonroof', 'Bluetooth']",Honda,8 seats,161349,Pilot,2,"250 hp @ 5,700 RPM",9750,FALSE,1361,3.577777778,351457,Magic Auto Sales,FALSE,"253 lb-ft @ 4,800 RPM",A,5-Speed Automatic,t46994,EX-L with DVD 4WD, ,4WD,Four-Wheel Drive,109.2 in,78.5 in,2013
1GNSKHKC3KR197504,39.7 in,SUV / Crossover,Bay Shore,18,11706,V8,5300,V8,Silver Ice Metallic,TRUE,FALSE,TRUE,Chevrolet,45.3 in,31 gal,Gasoline,FALSE,74.4 in, ,355,Jet Black/Dark Ash,TRUE, ,TRUE,FALSE,TRUE,40.7333,224.4 in,8/22/2020,SILVER,280045714,-73.2587, ,"['Leather Seats', 'Sunroof/Moonroof', 'Suspension Package', 'Alloy Wheels', 'Third Row Seating', 'Blind Spot Monitoring', 'Parking Sensors', 'Premium Smooth Ride Suspension Package', 'Heated Seats', 'Android Auto', 'CarPlay', 'Bluetooth', 'Backup Camera', 'Remote Start']",Chevrolet,8 seats,41420,Suburban,1,"355 hp @ 5,600 RPM",41823,FALSE,692,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"383 lb-ft @ 4,100 RPM",A,6-Speed Automatic Overdrive,t80464,1500 LT 4WD, ,4WD,Four-Wheel Drive,130 in,80.5 in,2019
KNDPNCAC4L7830910,38.2 in,SUV / Crossover,Bohemia,117,11716,I4,2400,I4,Snow White Pearl, , ,TRUE,Kia,41.5 in,16.4 gal,Gasoline, ,65.2 in, ,181,Black, , , ,TRUE, ,40.7589,176.4 in,5/15/2020,WHITE,272031477,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6511409267662268803-152x114.jpeg,"['Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",Kia,5 seats,9,Sportage, ,"181 hp @ 6,000 RPM",28440, ,0,3.647058824,339626,Generation Kia, ,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic Overdrive,t85082,EX AWD, ,AWD,All-Wheel Drive,105.1 in,73 in,2020
KNDPMCACXK7560468,38.2 in,SUV / Crossover,Bohemia,677,11716,I4,2400,I4,Black Cherry, , ,TRUE,Kia,41.5 in,16.4 gal,Gasoline, ,65.2 in, ,181,Black, , , ,TRUE, ,40.7589,176.4 in,11/2/2018,BLACK,223144728,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2019_kia_sportage-pic-344589947032132396-152x114.jpeg,"['Alloy Wheels', 'Backup Camera']",Kia,5 seats,1160,Sportage, ,"181 hp @ 6,000 RPM",21595, ,0,3.647058824,339626,Generation Kia, ,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic Overdrive,t82266,LX AWD, ,AWD,All-Wheel Drive,105.1 in,73 in,2019
JTHCK262192028014,30.6 in,Sedan,Little Ferry,13,7643,V6,2500,V6,Black,FALSE,FALSE,FALSE, ,43.9 in,17.1 gal,Gasoline,TRUE,56.7 in,26,204,Brown (Beige),FALSE, , ,FALSE, ,40.8558,180.3 in,8/27/2020,BLACK,280444121,-74.0493,https://static.cargurus.com/images/forsale/2020/08/26/20/18/2009_lexus_is_250-pic-5164149829314337581-152x114.jpeg,['Sunroof/Moonroof'],Lexus,5 seats,157974,IS 250,4,"204 hp @ 6,400 RPM",5750,FALSE,1274,3.577777778,351457,Magic Auto Sales,FALSE,"185 lb-ft @ 4,800 RPM",A,6-Speed Automatic,t35189,AWD, ,AWD,All-Wheel Drive,107.5 in,70.9 in,2009
2T3BF4DV7BW083235,38.3 in,SUV / Crossover,Little Ferry,5,7643,I4,2500,I4,Black,FALSE,FALSE,FALSE, ,41.8 in,15.9 gal,Gasoline,FALSE,66.3 in,27,179,Gray,FALSE, , ,FALSE, ,40.8558,181.9 in,9/4/2020,BLACK,281270979,-74.0493,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2011_toyota_rav4-pic-5742709584339251027-152x114.jpeg, ,Toyota,7 seats,176012,RAV4,2,"179 hp @ 6,000 RPM",6499,FALSE,1162,3.577777778,351457,Magic Auto Sales,FALSE,"172 lb-ft @ 4,000 RPM",A,4-Speed Automatic,t38562,Base 4WD, ,4WD,Four-Wheel Drive,104.7 in,71.5 in,2011
1GNSKBKC4FR264971,39 in,SUV / Crossover,Bay Shore,7,11706,V8 Flex Fuel Vehicle,5300,V8 Flex Fuel Vehicle,Summit White,FALSE,FALSE,TRUE,Chevrolet,45.3 in,26 gal,Flex Fuel Vehicle,FALSE,74.4 in,22,355,Cocoa/Dune,FALSE, , ,FALSE, ,40.7333,204 in,9/2/2020,WHITE,281088377,-73.2587,https://cdn.inventoryrsc.com/104199047_5f58464c36526670b40155fa.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,"['Leather Seats', 'Navigation System', 'Suspension Package', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Premium Smooth Ride Suspension Package', 'Heated Seats']",Chevrolet,8 seats,79921,Tahoe,1,"355 hp @ 5,600 RPM",30952,FALSE,825,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"383 lb-ft @ 4,100 RPM",A,6-Speed Automatic Overdrive,t53794,LT 4WD, ,4WD,Four-Wheel Drive,116 in,80.5 in,2015
WDBNG70J1YA076348,40.3 in,Sedan,Little Ferry,11,7643,V8,4300,V8,Black,FALSE,FALSE,FALSE, ,41.3 in,23 gal,Gasoline,FALSE,56.9 in,22,275,Gray,FALSE, , ,FALSE, ,40.8558,203.1 in,8/29/2020,BLACK,280750627,-74.0493,https://static.cargurus.com/images/forsale/2020/08/29/08/30/2000_mercedes-benz_s-class-pic-5484433873795217961-152x114.jpeg,"['Sunroof/Moonroof', 'Navigation System']",Mercedes-Benz,5 seats,94949,S-Class,1,"275 hp @ 5,750 RPM",4499,FALSE,0,3.577777778,351457,Magic Auto Sales,FALSE,"295 lb-ft @ 3,000 RPM",A,5-Speed Automatic,t19863,S 430, ,RWD,Rear-Wheel Drive,121.5 in,73.1 in,2000
5FNRL38677B025904,40 in,Minivan,Little Ferry,28,7643,V6,3500,V6,Blue,FALSE,FALSE,FALSE, ,40.8 in,21 gal,Gasoline,TRUE,70 in,24,244,Gray,FALSE, , ,FALSE, ,40.8558,201 in,8/12/2020,BLUE,279042001,-74.0493,https://static.cargurus.com/images/forsale/2020/08/11/20/19/2007_honda_odyssey-pic-7336562043581999451-152x114.jpeg,"['Sunroof/Moonroof', 'Third Row Seating']",Honda,8 seats,180132,Odyssey,1,"244 hp @ 5,750 RPM",3999,FALSE,597,3.577777778,351457,Magic Auto Sales,FALSE,"240 lb-ft @ 4,500 RPM",A,5-Speed Automatic,t27132,EX-L FWD, ,FWD,Front-Wheel Drive,118.1 in,77.1 in,2007
JTDKB20U653102507,38.6 in,Hatchback,Little Ferry,3,7643,I4 Hybrid,1500,I4 Hybrid,Beige,FALSE,FALSE,FALSE, ,41.9 in,11 gal,Hybrid,TRUE,58.1 in,45,110,Brown (Beige),FALSE, , ,FALSE, ,40.8558,175 in,9/6/2020,BROWN,281491727,-74.0493,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2005_toyota_prius-pic-9016095768416758128-152x114.jpeg, ,Toyota,5 seats,198586,Prius,4,"110 hp @ 5,000 RPM",2999,FALSE,444,3.577777778,351457,Magic Auto Sales,FALSE, ,CVT,Continuously Variable Transmission,t17625,FWD, ,FWD,Front-Wheel Drive,106.3 in,67.9 in,2005
KNDETCA22M7116604,38 in,SUV / Crossover,Bohemia,19,11716,I4,1600,I4,Clear White/Black Roof, , ,TRUE,Kia,41.4 in,13.2 gal,Gasoline, ,64.2 in, ,175,Black, , , ,TRUE, ,40.7589,172 in,8/21/2020,WHITE,279944612,-73.1055, ,"['Navigation System', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",Kia,5 seats,37,Seltos, ,175 hp @ 600 RPM,29485, ,0,3.647058824,339626,Generation Kia, ,"195 lb-ft @ 1,500 RPM",A,7-Speed Automatic,t91094,SX Turbo AWD, ,AWD,All-Wheel Drive,103.5 in,70.9 in,2021
1GYFK66847R337145,39.5 in,SUV / Crossover,Little Ferry,22,7643,V8,6200,V8,White,FALSE,FALSE,FALSE, ,41.3 in,31 gal,Gasoline,TRUE,75.5 in,18,403,Black,FALSE, , ,FALSE, ,40.8558,222.9 in,8/18/2020,WHITE,279567838,-74.0493,https://static.cargurus.com/images/forsale/2020/08/17/20/18/2007_cadillac_escalade_esv-pic-4403991961757635395-152x114.jpeg,"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Remote Start', 'Parking Sensors', 'Heated Seats']",Cadillac,8 seats,213550,Escalade ESV,2,"403 hp @ 5,700 RPM",6999,FALSE,1864,3.577777778,351457,Magic Auto Sales,FALSE,"417 lb-ft @ 4,300 RPM",A,6-Speed Automatic,t26018,4WD, ,AWD,All-Wheel Drive,130 in,79.1 in,2007
